id,text,language,category,is_synthetic
975,hamare gaon mein yeh haal hai ki encroachment se pedestrian path band ho gaya hai.,hinglish,Urban Development,True
976,"nayi bani road mein pehle hi cracks aa gaye hain, phir bhi koi sunwai nahi hoti.",hinglish,Urban Development,True
977,baar baar complaint karne ke bawajood hamari colony mein thik se dustbin nahi hai.,hinglish,Urban Development,True
978,"maine complaint ki thi ki hamari gali ki street light mahino se band hai, par abhi tak kuch nahi hua.",hinglish,Urban Development,True
979,"nayi bani road mein pehle hi cracks aa gaye hain, ispe turant dhyan dene ki zarurat hai.",hinglish,Urban Development,True
980,hamare shehar mein yeh haal hai ki flyover ka construction saalon se ruka hua hai.,hinglish,Urban Development,True
981,street light ke pole lage par connection nahi mila. please isko jaldi fix karo.,hinglish,Urban Development,True
982,"pichle kai mahino se yahi problem hai, street light ke pole lage par connection nahi mila.",hinglish,Urban Development,True
983,"chaurahe ki traffic light kaam nahi karti, ispe turant dhyan dene ki zarurat hai.",hinglish,Urban Development,True
984,"pichle ek mahine se yahi problem hai, hamari gali ki street light mahino se band hai.",hinglish,Urban Development,True
985,baar baar complaint karne ke bawajood hamare ilake ka park saalon se neglect hai.,hinglish,Urban Development,True
986,"complaint ke bawajood illegal construction jari hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Urban Development,True
987,acha hai ki is app mein market ke public toilet use karne layak nahi hain jaisi complaint kar sakte hain.,hinglish,Urban Development,True
988,"hamare ilake ka park saalon se neglect hai, phir bhi koi sunwai nahi hoti.",hinglish,Urban Development,True
989,"pichle ek hafte se yahi problem hai, encroachment se pedestrian path band ho gaya hai.",hinglish,Urban Development,True
990,baar baar complaint karne ke bawajood market ke public toilet use karne layak nahi hain.,hinglish,Urban Development,True
991,"मैंने शिकायत दर्ज की कि पाइपलाइन लीक हो रही है पर कोई मरम्मत नहीं करता, लेकिन अभी तक कुछ नहीं हुआ।",hi,Water Resources,True
992,अच्छा है कि इस ऐप में पानी सप्लाई का समय बिना बताए बदल दिया गया जैसी शिकायत दर्ज कर सकते हैं।,hi,Water Resources,True
993,हमारी पंचायत में पानी विभाग का कोई अधिकारी फोन नहीं उठाता।,hi,Water Resources,True
994,हमारी पंचायत में यह हाल है कि सोसाइटी की पाइपलाइन में गंदा पानी आता है।,hi,Water Resources,True
995,"पिछले एक महीने से यही समस्या है, पानी की टंकी गंदी होने के बावजूद साफ नहीं की जाती।",hi,Water Resources,True
996,जल जीवन मिशन योजना की शिकायत का अभी तक निवारण नहीं हुआ। कृपया इसे जल्द ठीक करें।,hi,Water Resources,True
997,बार-बार शिकायत के बावजूद पीने के पानी के लिए दूर से पानी लाना पड़ता है।,hi,Water Resources,True
998,"पिछले तीन महीने से यही समस्या है, पानी बिल का ऑनलाइन भुगतान बार-बार फेल हो जाता है।",hi,Water Resources,True
999,हमारे मोहल्ले में बरसात में पानी की टंकी में कीचड़ भर जाता है।,hi,Water Resources,True
1000,हमारे वार्ड में टंकी ओवरफ्लो होकर सड़क पर पानी बहता रहता है।,hi,Water Resources,True
1001,बार-बार शिकायत के बावजूद नए कनेक्शन के लिए पैसे लिए गए पर कनेक्शन नहीं मिला।,hi,Water Resources,True
1002,"हमारे जिले में यह हाल है कि पानी की लाइन में हवा भरी आती है, पानी नहीं।",hi,Water Resources,True
1003,मीटर खराब होने के बावजूद बिल पूरा भेजा जाता है। कृपया इसे जल्द ठीक करें।,hi,Water Resources,True
1004,"मैंने शिकायत दर्ज की कि नए कनेक्शन के लिए पैसे लिए गए पर कनेक्शन नहीं मिला, लेकिन अभी तक कुछ नहीं हुआ।",hi,Water Resources,True
1005,"पीने के पानी के लिए दूर से पानी लाना पड़ता है, फिर भी कोई सुनवाई नहीं होती।",hi,Water Resources,True
1006,"मैंने शिकायत दर्ज की कि पानी की टंकी गंदी होने के बावजूद साफ नहीं की जाती, लेकिन अभी तक कुछ नहीं हुआ।",hi,Water Resources,True
1007,बार-बार शिकायत के बावजूद पानी की गुणवत्ता की जांच कभी नहीं होती।,hi,Water Resources,True
1008,"छह महीने से गांव में सार्वजनिक नल कई महीनों से खराब पड़ा है, कोई कार्रवाई नहीं हुई।",hi,Water Resources,True
1009,हमारी कॉलोनी में यह हाल है कि पाइपलाइन लीक हो रही है पर कोई मरम्मत नहीं करता।,hi,Water Resources,True
1010,हमारे जिले में पानी बिल में गलत रीडिंग दिखाई गई है।,hi,Water Resources,True
1011,"शिकायत करने पर भी टीम मौके पर नहीं आती, फिर भी कोई सुनवाई नहीं होती।",hi,Water Resources,True
1012,"पिछले दो हफ्तों से यही समस्या है, नए कनेक्शन के लिए पैसे लिए गए पर कनेक्शन नहीं मिला।",hi,Water Resources,True
1013,हमारी कॉलोनी में एक ही इलाके में कुछ घरों को पानी मिलता है बाकी को नहीं।,hi,Water Resources,True
1014,"मैंने शिकायत दर्ज की कि पानी की समस्या के लिए बार-बार शिकायत की पर हल नहीं हुआ, लेकिन अभी तक कुछ नहीं हुआ।",hi,Water Resources,True
1015,बार-बार शिकायत के बावजूद मीटर खराब होने के बावजूद बिल पूरा भेजा जाता है।,hi,Water Resources,True
1016,"पानी की लाइन में हवा भरी आती है, पानी नहीं, फिर भी कोई सुनवाई नहीं होती।",hi,Water Resources,True
1017,हमारी पंचायत में यह हाल है कि पानी कनेक्शन के लिए आवेदन महीनों से लंबित है।,hi,Water Resources,True
1018,"teen mahine se water department ka koi officer phone hi nahi uthata, koi action nahi hua.",hinglish,Water Resources,True
1019,CCN register karne par bhi service under maintenance dikhata hai. please isko jaldi fix karo.,hinglish,Water Resources,True
1020,"ek mahine se borewell ka paani peene layak nahi hai, koi action nahi hua.",hinglish,Water Resources,True
1021,"pichle ek mahine se yahi problem hai, paani ki tanki dirty hone ke bawajood clean nahi ki jati.",hinglish,Water Resources,True
1022,"ek hafte se water bill ka online payment baar baar fail ho jata hai, koi action nahi hua.",hinglish,Water Resources,True
1023,"complaint karne par bhi team site par nahi aati, phir bhi koi sunwai nahi hoti.",hinglish,Water Resources,True
1024,"hamari gali mein kai dino se water supply nahi aayi, ispe turant dhyan dene ki zarurat hai.",hinglish,Water Resources,True
1025,hamare gaon mein yeh haal hai ki pipeline leak ho rahi hai par koi repair nahi karta.,hinglish,Water Resources,True
1026,"paani ki quality ki kabhi testing nahi hoti, phir bhi koi sunwai nahi hoti.",hinglish,Water Resources,True
1027,hamare block mein barish mein tanki mein kichad bhar jata hai.,hinglish,Water Resources,True
1028,"Jal Jeevan Mission scheme ki complaint abhi tak resolve nahi hui, phir bhi koi sunwai nahi hoti.",hinglish,Water Resources,True
1029,hamare mohalle mein naya connection ke liye paisa liya gaya par connection nahi mila.,hinglish,Water Resources,True
1030,"ek mahine se pipeline leak ho rahi hai par koi repair nahi karta, koi action nahi hua.",hinglish,Water Resources,True
1031,"complaint register karne ke baad bhi status open hi rehta hai, phir bhi koi sunwai nahi hoti.",hinglish,Water Resources,True
1032,complaint karne par bhi team site par nahi aati. please isko jaldi fix karo.,hinglish,Water Resources,True
1033,hamari panchayat mein water connection ke liye application mahino se pending hai.,hinglish,Water Resources,True
1034,hamari colony mein water bill pay karne ki koshish karo to app crash ho jata hai.,hinglish,Water Resources,True
1035,acha hai ki is app mein paani ki problem ke liye baar baar complaint ki par solve nahi hua jaisi complaint kar sakte hain.,hinglish,Water Resources,True
1036,"garmiyo mein paani ki kami hafto tak bani rehti hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Water Resources,True
1037,"chhe mahine se water supply ka time bina bataye change kar diya gaya, koi action nahi hua.",hinglish,Water Resources,True
1038,"pichle ek mahine se yahi problem hai, barish mein tanki mein kichad bhar jata hai.",hinglish,Water Resources,True
1039,acha hai ki is app mein water bill ka online payment baar baar fail ho jata hai jaisi complaint kar sakte hain.,hinglish,Water Resources,True
1040,baar baar complaint karne ke bawajood peene ke paani ke liye dur se paani lana padta hai.,hinglish,Water Resources,True
1041,"maine complaint ki thi ki bill payment ke liye app baar baar crash ho jata hai, par abhi tak kuch nahi hua.",hinglish,Water Resources,True
1042,baar baar complaint karne ke bawajood water supply ka time bina bataye change kar diya gaya.,hinglish,Water Resources,True
1043,"tanki overflow hoke road par paani behta rehta hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Water Resources,True
1044,"CCN register karne par bhi service under maintenance dikhata hai, phir bhi koi sunwai nahi hoti.",hinglish,Water Resources,True
1045,"maine complaint ki thi ki water department ka koi officer phone hi nahi uthata, par abhi tak kuch nahi hua.",hinglish,Water Resources,True
